Data,Otwarcie
2022-03-24,42508.0
2022-03-25,43970.0
2022-03-28,46564.0
2022-03-29,47621.0
2022-03-30,47297.0
2022-03-31,47001.0
2022-04-01,45767.0
2022-04-04,46849.0
2022-04-05,46458.0
2022-04-06,45958.0
2022-04-07,43846.0
2022-04-08,43524.0
2022-04-11,42679.0
2022-04-12,39392.0
2022-04-13,39700.0
2022-04-14,41232.0
2022-04-18,40216.0
2022-04-19,40813.0
2022-04-20,41319.0
2022-04-21,41504.0
2022-04-22,40730.0
2022-04-25,39642.0
2022-04-26,40235.0
2022-04-27,38333.0
2022-04-28,39226.0
2022-04-29,39845.0
2022-05-02,38341.0
2022-05-03,38643.0
2022-05-04,37791.0
2022-05-05,39746.0
2022-05-06,36451.0
2022-05-09,34451.0
2022-05-10,30803.0
2022-05-11,30287.0
2022-05-12,28913.0
2022-05-13,28371.0
2022-05-16,31038.0
2022-05-17,30135.0
2022-05-18,30510.0
2022-05-19,29152.0
2022-05-20,30246.0
2022-05-23,29984.1
2022-05-24,29308.2
2022-05-25,29548.5
2022-05-26,29789.2
2022-05-27,29546.4
2022-05-30,29213.6
2022-05-31,31780.5
2022-06-01,31682.3
2022-06-02,29564.1
2022-06-03,30340.0
2022-06-06,29937.0
2022-06-07,31462.1
2022-06-08,31383.3
2022-06-09,30404.4
2022-06-10,30114.0
2022-06-13,27335.6
2022-06-14,23031.7
2022-06-15,21463.2
2022-06-16,22157.8
2022-06-17,20985.9
2022-06-20,20369.1
2022-06-21,20414.5
2022-06-22,20949.8
2022-06-23,19986.7
2022-06-24,20667.9
2022-06-27,21368.8
2022-06-28,20796.9
2022-06-29,20362.4
2022-06-30,20271.2
2022-07-01,18790.3
2022-07-04,19275.8
2022-07-05,19934.8
2022-07-06,20355.6
2022-07-07,20332.5
2022-07-08,21661.1
2022-07-11,21008.4
2022-07-12,20212.2
2022-07-13,19330.4
2022-07-14,19910.4
2022-07-15,20468.0
2022-07-18,21027.5
2022-07-19,21658.6
